scenario,cell_id,label,day_light,target_demand,high_limit,predicted_light,under_light,over_light
self_study,student_desk_015,student_desk,0.0906,0.24,0.92,0.2628,0.0,0.0
self_study,student_desk_016,student_desk,0.1806,0.6617,0.92,0.3418,0.32,0.0
self_study,student_desk_017,student_desk,0.1783,0.3249,0.92,0.3022,0.0228,0.0
self_study,student_desk_018,student_desk,0.1577,0.24,0.92,0.2372,0.0028,0.0
self_study,student_desk_019,student_desk,0.111,0.24,0.92,0.2233,0.0167,0.0
self_study,student_desk_020,student_desk,0.0883,0.24,0.92,0.2382,0.0018,0.0
self_study,student_desk_021,student_desk,0.0831,0.24,0.92,0.2583,0.0,0.0
self_study,student_desk_022,student_desk,0.1502,0.4453,0.92,0.3166,0.1287,0.0
self_study,student_desk_023,student_desk,0.1465,0.24,0.92,0.2707,0.0,0.0
self_study,student_desk_024,student_desk,0.1662,0.24,0.92,0.2659,0.0,0.0
self_study,student_desk_025,student_desk,0.1211,0.24,0.92,0.2525,0.0,0.0
self_study,student_desk_026,student_desk,0.099,0.24,0.92,0.2527,0.0,0.0
self_study,student_desk_027,student_desk,0.0977,0.24,0.92,0.2529,0.0,0.0
self_study,student_desk_028,student_desk,0.115,0.24,0.92,0.2491,0.0,0.0
self_study,student_desk_029,student_desk,0.1556,0.24,0.92,0.2514,0.0,0.0
self_study,student_desk_030,student_desk,0.1915,0.338,0.92,0.3157,0.0224,0.0
self_study,student_desk_031,student_desk,0.1614,0.3917,0.92,0.3085,0.0832,0.0
self_study,student_desk_032,student_desk,0.1041,0.24,0.92,0.2573,0.0,0.0
self_study,student_desk_033,student_desk,0.1022,0.24,0.92,0.2292,0.0108,0.0
self_study,student_desk_034,student_desk,0.1184,0.24,0.92,0.2182,0.0218,0.0
self_study,student_desk_035,student_desk,0.1576,0.24,0.92,0.2209,0.0191,0.0
self_study,student_desk_036,student_desk,0.2349,0.4622,0.92,0.3422,0.12,0.0
self_study,student_desk_037,student_desk,0.2145,0.5989,0.92,0.3369,0.262,0.0
self_study,student_desk_038,student_desk,0.1302,0.24,0.92,0.2479,0.0,0.0
self_study,student_desk_039,student_desk,0.1317,0.24,0.92,0.2229,0.0171,0.0
self_study,student_desk_040,student_desk,0.1463,0.24,0.92,0.2129,0.0271,0.0
self_study,student_desk_041,student_desk,0.184,0.24,0.92,0.2265,0.0135,0.0
self_study,student_desk_042,student_desk,0.2232,0.24,0.92,0.3044,0.0,0.0
self_study,student_desk_043,student_desk,0.1898,0.24,0.92,0.2815,0.0,0.0
self_study,student_desk_044,student_desk,0.1711,0.24,0.92,0.2572,0.0,0.0
self_study,student_desk_045,student_desk,0.1729,0.24,0.92,0.2361,0.0039,0.0
self_study,student_desk_046,student_desk,0.1841,0.24,0.92,0.228,0.012,0.0
self_study,student_desk_047,student_desk,0.2139,0.24,0.92,0.2398,0.0002,0.0
self_study,teacher_desk_000,teacher_desk,0.1127,0.25,0.92,0.2429,0.0071,0.0
self_study,teacher_desk_001,teacher_desk,0.0962,0.25,0.92,0.2206,0.0294,0.0
self_study,teacher_desk_002,teacher_desk,0.1139,0.25,0.92,0.2365,0.0135,0.0
self_study,teacher_desk_003,teacher_desk,0.0935,0.25,0.92,0.2253,0.0247,0.0
self_study,teacher_desk_004,teacher_desk,0.1123,0.25,0.92,0.2142,0.0358,0.0
self_study,teacher_desk_005,teacher_desk,0.0933,0.25,0.92,0.2071,0.0429,0.0
self_study,aisle_000,aisle,0.3194,0.16,0.92,0.3274,0.0,0.0
self_study,aisle_001,aisle,0.3194,0.16,0.92,0.3296,0.0,0.0
self_study,aisle_002,aisle,0.3222,0.16,0.92,0.3299,0.0,0.0
self_study,aisle_003,aisle,0.3219,0.16,0.92,0.3293,0.0,0.0
self_study,aisle_004,aisle,0.3172,0.16,0.92,0.3286,0.0,0.0
self_study,aisle_005,aisle,0.3239,0.16,0.92,0.3334,0.0,0.0
self_study,aisle_006,aisle,0.3252,0.16,0.92,0.3344,0.0,0.0
self_study,aisle_007,aisle,0.3236,0.16,0.92,0.3333,0.0,0.0
self_study,aisle_008,aisle,0.3162,0.16,0.92,0.3292,0.0,0.0
self_study,aisle_009,aisle,0.3134,0.16,0.92,0.3305,0.0,0.0
self_study,aisle_010,aisle,0.3122,0.16,0.92,0.3262,0.0,0.0
self_study,aisle_011,aisle,0.3144,0.16,0.92,0.3295,0.0,0.0
self_study,aisle_012,aisle,0.3108,0.16,0.92,0.3257,0.0,0.0
self_study,aisle_013,aisle,0.3143,0.16,0.92,0.3291,0.0,0.0
self_study,aisle_014,aisle,0.316,0.16,0.92,0.3286,0.0,0.0
self_study,aisle_015,aisle,0.321,0.16,0.92,0.3305,0.0,0.0
self_study,aisle_016,aisle,0.3243,0.16,0.92,0.3317,0.0,0.0
self_study,aisle_017,aisle,0.319,0.16,0.92,0.3303,0.0,0.0
self_study,aisle_018,aisle,0.3228,0.16,0.92,0.3336,0.0,0.0
self_study,aisle_019,aisle,0.3195,0.16,0.92,0.3311,0.0,0.0
self_study,aisle_020,aisle,0.3196,0.16,0.92,0.3303,0.0,0.0
self_study,aisle_021,aisle,0.3218,0.16,0.92,0.334,0.0,0.0
self_study,aisle_022,aisle,0.3263,0.16,0.92,0.3327,0.0,0.0
self_study,aisle_023,aisle,0.3256,0.16,0.92,0.3343,0.0,0.0
self_study,board_000,board,0.0279,0.2,0.92,0.1438,0.0562,0.0
self_study,board_001,board,0.0,0.2,0.92,0.1456,0.0544,0.0
self_study,board_002,board,0.0324,0.2,0.92,0.1502,0.0498,0.0
self_study,board_003,board,0.0267,0.2,0.92,0.1311,0.0689,0.0
self_study,screen_000,screen,0.0356,0.12,0.56,0.1748,0.0,0.0
self_study,screen_001,screen,0.0838,0.12,0.56,0.2008,0.0,0.0
self_study,screen_002,screen,0.175,0.12,0.56,0.2526,0.0,0.0
self_study,podium_000,podium,0.1829,0.2,0.92,0.2604,0.0,0.0
self_study,podium_001,podium,0.1482,0.2,0.92,0.2329,0.0,0.0
self_study,podium_002,podium,0.1509,0.2,0.92,0.2501,0.0,0.0
self_study,podium_003,podium,0.1172,0.2,0.92,0.227,0.0,0.0
self_study,podium_004,podium,0.1488,0.2,0.92,0.2357,0.0,0.0
self_study,podium_005,podium,0.1171,0.2,0.92,0.2217,0.0,0.0
self_study,podium_006,podium,0.1833,0.2,0.92,0.2454,0.0,0.0
self_study,podium_007,podium,0.1524,0.2,0.92,0.2264,0.0,0.0
